word1	attr1	word2	attr2	word1 freq	word2 freq	bigram freq	score trimmed	distance	similarity	period	genre	combined	url
Aššur_d	[?]	Baba_d	[?]	1906	5	2	0.002		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Baba%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Erra_d	[?]	1906	19	2	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Erra%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Shalmaneser_IV_RN	[?]	1906	19	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Shalmaneser_IVN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Uraš_d	[?]	1906	13	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Ura%C5%A1%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Aya_d	[?]	1906	17	2	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Aya%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Beltiya_d	[?]	1906	19	2	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Beltiya%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Šarur_d	[?]	1906	6	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%C5%A0arur%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Kubu_d	[?]	1906	5	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Kubu%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Sebettu_d	[?]	1906	16	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Sebettu%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Belet-parṣi_d	[?]	1906	8	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Belet-par%E1%B9%A3i%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Sîn-šarru-iškun_RN	[?]	1906	141	6	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22S%C3%AEn-%C5%A1arru-i%C5%A1kunN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Šala_d	[?]	1906	15	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%C5%A0ala%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Zababa_d	[?]	1906	9	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Zababa%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Bel-labira_d	[?]	1906	5	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Bel-labira%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Ea-šarru_d	[?]	1906	8	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Ea-%C5%A1arru%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Nanaya_d	[?]	1906	35	1	0.0		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Nanaya%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Aššur_d	[?]	Nisaba_d	[?]	1906	29	1	0.0		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Nisaba%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Damkina_d	[?]	5	13	3	0.041		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Damkina%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Kakka_d	[?]	5	10	2	0.031		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Kakka%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Belet-ili_d	[?]	5	53	3	0.02		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Belet-ili%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Amurru_d	[?]	5	9	1	0.017		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Amurru%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Haya_d	[?]	5	11	1	0.015		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Haya%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Kusu_d	[?]	5	12	1	0.014		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Kusu%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Madanu_d	[?]	5	12	1	0.014		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Madanu%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Ea_d	[?]	5	138	3	0.013		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Ea%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Ninurta_d	[?]	5	188	3	0.011		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Ninurta%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Nergal_d	[?]	5	159	2	0.008		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Nergal%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Nusku_d	[?]	5	94	1	0.005		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Nusku%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Marduk_d	[?]	5	383	1	0.003		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Marduk%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Baba_d	[?]	Adad_d	[?]	5	323	1	0.003		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Baba%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Adad%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bagbartu_d	[?]	Haldi_d	[?]	10	24	1	0.007		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bagbartu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Haldi%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bagbartu_d	[?]	Sargon_II_RN	[?]	10	1995	3	0.002		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bagbartu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Sargon_IIN%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-agu_d	[?]	Kippat-mati_d	[?]	6	16	2	0.023		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-agu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Kippat-mati%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-agu_d	[?]	Parak-šimati_d	[?]	6	7	1	0.017		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-agu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Parak-%C5%A1imati%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-agu_d	[?]	Šeruʾa_d	[?]	6	44	2	0.014		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-agu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%C5%A0eru%CA%BEa%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-agu_d	[?]	Tašmetu_d	[?]	6	74	1	0.005		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-agu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Ta%C5%A1metu%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-agu_d	[?]	Sin_d	[?]	6	361	1	0.002		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-agu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Sin%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-agu_d	[?]	Šamaš_d	[?]	6	812	1	0.002		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-agu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22%C5%A0ama%C5%A1%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-agu_d	[?]	Aššur_d	[?]	6	1906	1	0.001		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-agu%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22A%C5%A1%C5%A1ur%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-labira_d	[?]	Dayyanu_d	[?]	5	5	1	0.022		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-labira%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Dayyanu%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-labira_d	[?]	Malik_d	[?]	5	5	1	0.022		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-labira%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Malik%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-labira_d	[?]	Ulaya_d	[?]	5	6	1	0.02		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-labira%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Ulaya%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
Bel-labira_d	[?]	Mišaru_d	[?]	5	7	1	0.019		0				https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22Bel-labira%22%5D%20%5B%5D%7B0,8%7D%20%5Blemma%20%3D%20%22Mi%C5%A1aru%22%5D&corpus=oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
