rinap-rinap3/Q003489	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003490	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003491	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003492	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003496	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003497	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003498	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003508	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003509	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003510	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003513	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003514	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003515	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003516	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003517	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003518	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003519	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003520	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003523	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003524	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003560	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003941	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003943	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003945	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003947	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003949	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003950	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003953	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003956	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003958	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003960	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003961	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003962	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003963	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003964	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003965	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003967	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003968	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003969	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003970	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003971	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003972	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003973	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003974	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003975	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003976	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003977	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003978	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003979	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003980	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003982	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003983	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003985	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003986	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003987	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003989	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003995	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q003996	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004000	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004001	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004002	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004003	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004004	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004005	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004006	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004007	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004010	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004014	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004017	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004018	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004019	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004021	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004027	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004028	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004033	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004034	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004035	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004036	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004071	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap3/Q004075	Neo-Assyrian	Royal Inscription	Sennacherib_RN
rinap-rinap4/Q003230	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003231	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003232	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003233	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003234	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003235	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
